"Scientific Name","English Name.x","BirdNET","English Name.y","Species Code","Class (English)"
"Caprimulgus europaeus","Eurasian Nightjar","Caprimulgus europaeus_Eurasian Nightjar",NA,NA,NA
"Caprimulgus fossii","Square-tailed Nightjar","Caprimulgus fossii_Square-tailed Nightjar",NA,NA,NA
"Caprimulgus indicus","Jungle Nightjar","Caprimulgus indicus_Jungle Nightjar",NA,NA,NA
"Caprimulgus jotaka","Grey Nightjar","Caprimulgus jotaka_Grey Nightjar",NA,NA,NA
"Caprimulgus macrurus","Large-tailed Nightjar","Caprimulgus macrurus_Large-tailed Nightjar",NA,NA,NA
"Caprimulgus madagascariensis","Madagascar Nightjar","Caprimulgus madagascariensis_Madagascar Nightjar",NA,NA,NA
"Caprimulgus manillensis","Philippine Nightjar","Caprimulgus manillensis_Philippine Nightjar",NA,NA,NA
"Caprimulgus natalensis","Swamp Nightjar","Caprimulgus natalensis_Swamp Nightjar",NA,NA,NA
"Caprimulgus nigriscapularis","Black-shouldered Nightjar","Caprimulgus nigriscapularis_Black-shouldered Nightjar",NA,NA,NA
"Caprimulgus pectoralis","Fiery-necked Nightjar","Caprimulgus pectoralis_Fiery-necked Nightjar",NA,NA,NA
"Caprimulgus poliocephalus","Montane Nightjar","Caprimulgus poliocephalus_Montane Nightjar",NA,NA,NA
"Caprimulgus ruficollis","Red-necked Nightjar","Caprimulgus ruficollis_Red-necked Nightjar",NA,NA,NA
"Caprimulgus rufigena","Rufous-cheeked Nightjar","Caprimulgus rufigena_Rufous-cheeked Nightjar",NA,NA,NA
"Caprimulgus tristigma","Freckled Nightjar","Caprimulgus tristigma_Freckled Nightjar",NA,NA,NA
"Capsiempis flaveola","Yellow Tyrannulet","Capsiempis flaveola_Yellow Tyrannulet",NA,NA,NA
"Caracara plancus","Crested Caracara","Caracara plancus_Crested Caracara","Crested Caracara","B-CRCA","birds"
"Cardellina canadensis","Canada Warbler","Cardellina canadensis_Canada Warbler","Canada Warbler","B-CAWA","birds"
"Cardellina pusilla","Wilson's Warbler","Cardellina pusilla_Wilson's Warbler","Wilson's Warbler","B-WIWA","birds"
"Cardellina rubra","Red Warbler","Cardellina rubra_Red Warbler",NA,NA,NA
"Cardellina rubrifrons","Red-faced Warbler","Cardellina rubrifrons_Red-faced Warbler",NA,NA,NA
"Cardellina versicolor","Pink-headed Warbler","Cardellina versicolor_Pink-headed Warbler",NA,NA,NA
"Cardinalis cardinalis","Northern Cardinal","Cardinalis cardinalis_Northern Cardinal","Northern Cardinal","B-NOCA","birds"
"Cardinalis phoeniceus","Vermilion Cardinal","Cardinalis phoeniceus_Vermilion Cardinal",NA,NA,NA
"Cardinalis sinuatus","Pyrrhuloxia","Cardinalis sinuatus_Pyrrhuloxia",NA,NA,NA
"Carduelis carduelis","European Goldfinch","Carduelis carduelis_European Goldfinch",NA,NA,NA
"Carduelis citrinella","Citril Finch","Carduelis citrinella_Citril Finch",NA,NA,NA
"Carduelis corsicana","Corsican Finch","Carduelis corsicana_Corsican Finch",NA,NA,NA
"Cariama cristata","Red-legged Seriema","Cariama cristata_Red-legged Seriema",NA,NA,NA
"Carpococcyx radiceus","Bornean Ground-Cuckoo","Carpococcyx radiceus_Bornean Ground-Cuckoo",NA,NA,NA
"Carpococcyx renauldi","Coral-billed Ground-Cuckoo","Carpococcyx renauldi_Coral-billed Ground-Cuckoo",NA,NA,NA
"Carpodacus dubius","Chinese White-browed Rosefinch","Carpodacus dubius_Chinese White-browed Rosefinch",NA,NA,NA
"Carpodacus erythrinus","Common Rosefinch","Carpodacus erythrinus_Common Rosefinch",NA,NA,NA
"Carpodacus puniceus","Red-fronted Rosefinch","Carpodacus puniceus_Red-fronted Rosefinch",NA,NA,NA
"Carpodacus rodochroa","Pink-browed Rosefinch","Carpodacus rodochroa_Pink-browed Rosefinch",NA,NA,NA
"Carpodacus rubicilla","Great Rosefinch","Carpodacus rubicilla_Great Rosefinch",NA,NA,NA
"Carpodacus rubicilloides","Streaked Rosefinch","Carpodacus rubicilloides_Streaked Rosefinch",NA,NA,NA
"Carpodacus sibiricus","Long-tailed Rosefinch","Carpodacus sibiricus_Long-tailed Rosefinch",NA,NA,NA
"Carpodacus synoicus","Sinai Rosefinch","Carpodacus synoicus_Sinai Rosefinch",NA,NA,NA
"Carpodacus thura","Himalayan White-browed Rosefinch","Carpodacus thura_Himalayan White-browed Rosefinch",NA,NA,NA
"Carpornis cucullata","Hooded Berryeater","Carpornis cucullata_Hooded Berryeater",NA,NA,NA
"Carpornis melanocephala","Black-headed Berryeater","Carpornis melanocephala_Black-headed Berryeater",NA,NA,NA
"Carpospiza brachydactyla","Pale Rockfinch","Carpospiza brachydactyla_Pale Rockfinch",NA,NA,NA
"Carterornis chrysomela","Golden Monarch","Carterornis chrysomela_Golden Monarch",NA,NA,NA
"Carterornis leucotis","White-eared Monarch","Carterornis leucotis_White-eared Monarch",NA,NA,NA
"Carterornis pileatus","White-naped Monarch","Carterornis pileatus_White-naped Monarch",NA,NA,NA
"Caryothraustes canadensis","Yellow-green Grosbeak","Caryothraustes canadensis_Yellow-green Grosbeak",NA,NA,NA
"Caryothraustes poliogaster","Black-faced Grosbeak","Caryothraustes poliogaster_Black-faced Grosbeak",NA,NA,NA
"Casiornis rufus","Rufous Casiornis","Casiornis rufus_Rufous Casiornis",NA,NA,NA
"Cassiculus melanicterus","Yellow-winged Cacique","Cassiculus melanicterus_Yellow-winged Cacique",NA,NA,NA
"Casuarius casuarius","Southern Cassowary","Casuarius casuarius_Southern Cassowary",NA,NA,NA
"Catamblyrhynchus diadema","Plushcap","Catamblyrhynchus diadema_Plushcap",NA,NA,NA
"Catamenia analis","Band-tailed Seedeater","Catamenia analis_Band-tailed Seedeater",NA,NA,NA
"Catamenia homochroa","Paramo Seedeater","Catamenia homochroa_Paramo Seedeater",NA,NA,NA
"Catamenia inornata","Plain-coloured Seedeater","Catamenia inornata_Plain-coloured Seedeater",NA,NA,NA
"Cathartes aura","Turkey Vulture","Cathartes aura_Turkey Vulture","Turkey Vulture","B-TUVU","birds"
"Catharus aurantiirostris","Orange-billed Nightingale-Thrush","Catharus aurantiirostris_Orange-billed Nightingale-Thrush",NA,NA,NA
"Catharus bicknelli","Bicknell's Thrush","Catharus bicknelli_Bicknell's Thrush",NA,NA,NA
"Catharus dryas","Yellow-throated Nightingale-Thrush","Catharus dryas_Yellow-throated Nightingale-Thrush",NA,NA,NA
"Catharus frantzii","Ruddy-capped Nightingale-Thrush","Catharus frantzii_Ruddy-capped Nightingale-Thrush",NA,NA,NA
"Catharus fuscater","Slaty-backed Nightingale-Thrush","Catharus fuscater_Slaty-backed Nightingale-Thrush",NA,NA,NA
"Catharus fuscescens","Veery","Catharus fuscescens_Veery","Veery","B-VEER","birds"
"Catharus gracilirostris","Black-billed Nightingale-Thrush","Catharus gracilirostris_Black-billed Nightingale-Thrush",NA,NA,NA
"Catharus guttatus","Hermit Thrush","Catharus guttatus_Hermit Thrush","Hermit Thrush","B-HETH","birds"
"Catharus maculatus","Speckled Nightingale-Thrush","Catharus maculatus_Speckled Nightingale-Thrush",NA,NA,NA
"Catharus mexicanus","Black-headed Nightingale-Thrush","Catharus mexicanus_Black-headed Nightingale-Thrush",NA,NA,NA
"Catharus minimus","Grey-cheeked Thrush","Catharus minimus_Grey-cheeked Thrush","Gray-cheeked Thrush","B-GCTH","birds"
"Catharus occidentalis","Russet Nightingale-Thrush","Catharus occidentalis_Russet Nightingale-Thrush",NA,NA,NA
"Catharus ustulatus","Swainson's Thrush","Catharus ustulatus_Swainson's Thrush","Swainson's Thrush","B-SWTH","birds"
"Catherpes mexicanus","Canyon Wren","Catherpes mexicanus_Canyon Wren","Canyon Wren","B-CAWR","birds"
"Catreus wallichii","Cheer Pheasant","Catreus wallichii_Cheer Pheasant",NA,NA,NA
"Cecropis abyssinica","Lesser Striped Swallow","Cecropis abyssinica_Lesser Striped Swallow",NA,NA,NA
"Cecropis cucullata","Greater Striped Swallow","Cecropis cucullata_Greater Striped Swallow",NA,NA,NA
"Cecropis daurica","Red-rumped Swallow","Cecropis daurica_Red-rumped Swallow",NA,NA,NA
"Cecropis semirufa","Rufous-chested Swallow","Cecropis semirufa_Rufous-chested Swallow",NA,NA,NA
"Cecropis striolata","Striated Swallow","Cecropis striolata_Striated Swallow",NA,NA,NA
"Celeus castaneus","Chestnut-coloured Woodpecker","Celeus castaneus_Chestnut-coloured Woodpecker",NA,NA,NA
"Celeus elegans","Chestnut Woodpecker","Celeus elegans_Chestnut Woodpecker",NA,NA,NA
"Celeus flavescens","Blond-crested Woodpecker","Celeus flavescens_Blond-crested Woodpecker",NA,NA,NA
"Celeus flavus","Cream-coloured Woodpecker","Celeus flavus_Cream-coloured Woodpecker",NA,NA,NA
"Celeus galeatus","Helmeted Woodpecker","Celeus galeatus_Helmeted Woodpecker",NA,NA,NA
"Celeus grammicus","Scale-breasted Woodpecker","Celeus grammicus_Scale-breasted Woodpecker",NA,NA,NA
"Celeus loricatus","Cinnamon Woodpecker","Celeus loricatus_Cinnamon Woodpecker",NA,NA,NA
"Celeus lugubris","Pale-crested Woodpecker","Celeus lugubris_Pale-crested Woodpecker",NA,NA,NA
"Celeus obrieni","Kaempfer's Woodpecker","Celeus obrieni_Kaempfer's Woodpecker",NA,NA,NA
"Celeus ochraceus","Ochre-backed Woodpecker","Celeus ochraceus_Ochre-backed Woodpecker",NA,NA,NA
"Celeus spectabilis","Rufous-headed Woodpecker","Celeus spectabilis_Rufous-headed Woodpecker",NA,NA,NA
"Celeus torquatus","Ringed Woodpecker","Celeus torquatus_Ringed Woodpecker",NA,NA,NA
"Celeus undatus","Waved Woodpecker","Celeus undatus_Waved Woodpecker",NA,NA,NA
"Centrocercus urophasianus","Greater Sage-Grouse","Centrocercus urophasianus_Greater Sage-Grouse","Greater Sage-Grouse","B-GSGR","birds"
"Centronyx bairdii","Baird's Sparrow","Centronyx bairdii_Baird's Sparrow","Baird's Sparrow","B-BASP","birds"
"Centronyx henslowii","Henslow's Sparrow","Centronyx henslowii_Henslow's Sparrow",NA,NA,NA
"Centropus andamanensis","Andaman Coucal","Centropus andamanensis_Andaman Coucal",NA,NA,NA
"Centropus bengalensis","Lesser Coucal","Centropus bengalensis_Lesser Coucal",NA,NA,NA
"Centropus celebensis","Bay Coucal","Centropus celebensis_Bay Coucal",NA,NA,NA
"Centropus chlororhynchos","Green-billed Coucal","Centropus chlororhynchos_Green-billed Coucal",NA,NA,NA
"Centropus leucogaster","Black-throated Coucal","Centropus leucogaster_Black-throated Coucal",NA,NA,NA
"Centropus melanops","Black-faced Coucal","Centropus melanops_Black-faced Coucal",NA,NA,NA
"Centropus menbeki","Greater Black Coucal","Centropus menbeki_Greater Black Coucal",NA,NA,NA
"Centropus milo","Buff-headed Coucal","Centropus milo_Buff-headed Coucal",NA,NA,NA
"Centropus monachus","Blue-headed Coucal","Centropus monachus_Blue-headed Coucal",NA,NA,NA
"Centropus phasianinus","Pheasant Coucal","Centropus phasianinus_Pheasant Coucal",NA,NA,NA
"Centropus rectunguis","Short-toed Coucal","Centropus rectunguis_Short-toed Coucal",NA,NA,NA
"Centropus senegalensis","Senegal Coucal","Centropus senegalensis_Senegal Coucal",NA,NA,NA
"Centropus sinensis","Greater Coucal","Centropus sinensis_Greater Coucal",NA,NA,NA
"Centropus superciliosus","White-browed Coucal","Centropus superciliosus_White-browed Coucal",NA,NA,NA
"Centropus toulou","Malagasy Coucal","Centropus toulou_Malagasy Coucal",NA,NA,NA
"Centropus viridis","Philippine Coucal","Centropus viridis_Philippine Coucal",NA,NA,NA
"Cephalopterus penduliger","Long-wattled Umbrellabird","Cephalopterus penduliger_Long-wattled Umbrellabird",NA,NA,NA
"Cepphus columba","Pigeon Guillemot","Cepphus columba_Pigeon Guillemot","Pigeon Guillemot","B-PIGU","birds"
"Cepphus grylle","Black Guillemot","Cepphus grylle_Black Guillemot",NA,NA,NA
"Ceratogymna atrata","Black-casqued Hornbill","Ceratogymna atrata_Black-casqued Hornbill",NA,NA,NA
"Ceratopipra chloromeros","Round-tailed Manakin","Ceratopipra chloromeros_Round-tailed Manakin",NA,NA,NA
"Ceratopipra cornuta","Scarlet-horned Manakin","Ceratopipra cornuta_Scarlet-horned Manakin",NA,NA,NA
"Ceratopipra erythrocephala","Golden-headed Manakin","Ceratopipra erythrocephala_Golden-headed Manakin",NA,NA,NA
"Ceratopipra mentalis","Red-capped Manakin","Ceratopipra mentalis_Red-capped Manakin",NA,NA,NA
"Ceratopipra rubrocapilla","Red-headed Manakin","Ceratopipra rubrocapilla_Red-headed Manakin",NA,NA,NA
"Cercibis oxycerca","Sharp-tailed Ibis","Cercibis oxycerca_Sharp-tailed Ibis",NA,NA,NA
"Cercococcyx mechowi","Dusky Long-tailed Cuckoo","Cercococcyx mechowi_Dusky Long-tailed Cuckoo",NA,NA,NA
"Cercococcyx montanus","Barred Long-tailed Cuckoo","Cercococcyx montanus_Barred Long-tailed Cuckoo",NA,NA,NA
"Cercococcyx olivinus","Olive Long-tailed Cuckoo","Cercococcyx olivinus_Olive Long-tailed Cuckoo",NA,NA,NA
"Cercomacra brasiliana","Rio de Janeiro Antbird","Cercomacra brasiliana_Rio de Janeiro Antbird",NA,NA,NA
"Cercomacra carbonaria","Rio Branco Antbird","Cercomacra carbonaria_Rio Branco Antbird",NA,NA,NA
"Cercomacra cinerascens","Grey Antbird","Cercomacra cinerascens_Grey Antbird",NA,NA,NA
"Cercomacra ferdinandi","Bananal Antbird","Cercomacra ferdinandi_Bananal Antbird",NA,NA,NA
"Cercomacra manu","Manu Antbird","Cercomacra manu_Manu Antbird",NA,NA,NA
"Cercomacra melanaria","Mato Grosso Antbird","Cercomacra melanaria_Mato Grosso Antbird",NA,NA,NA
"Cercomacra nigricans","Jet Antbird","Cercomacra nigricans_Jet Antbird",NA,NA,NA
"Cercomacroides fuscicauda","Riparian Antbird","Cercomacroides fuscicauda_Riparian Antbird",NA,NA,NA
"Cercomacroides laeta","Willis's Antbird","Cercomacroides laeta_Willis's Antbird",NA,NA,NA
"Cercomacroides nigrescens","Blackish Antbird","Cercomacroides nigrescens_Blackish Antbird",NA,NA,NA
"Cercomacroides parkeri","Parker's Antbird","Cercomacroides parkeri_Parker's Antbird",NA,NA,NA
"Cercomacroides serva","Black Antbird","Cercomacroides serva_Black Antbird",NA,NA,NA
"Cercomacroides tyrannina","Dusky Antbird","Cercomacroides tyrannina_Dusky Antbird",NA,NA,NA
"Cercotrichas barbata","Miombo Scrub Robin","Cercotrichas barbata_Miombo Scrub Robin",NA,NA,NA
"Cercotrichas coryphoeus","Karoo Scrub Robin","Cercotrichas coryphoeus_Karoo Scrub Robin",NA,NA,NA
"Cercotrichas galactotes","Rufous-tailed Scrub Robin","Cercotrichas galactotes_Rufous-tailed Scrub Robin",NA,NA,NA
"Cercotrichas hartlaubi","Brown-backed Scrub Robin","Cercotrichas hartlaubi_Brown-backed Scrub Robin",NA,NA,NA
"Cercotrichas leucophrys","Red-backed Scrub Robin","Cercotrichas leucophrys_Red-backed Scrub Robin",NA,NA,NA
"Cercotrichas paena","Kalahari Scrub Robin","Cercotrichas paena_Kalahari Scrub Robin",NA,NA,NA
"Cercotrichas podobe","Black Scrub Robin","Cercotrichas podobe_Black Scrub Robin",NA,NA,NA
"Cercotrichas quadrivirgata","Bearded Scrub Robin","Cercotrichas quadrivirgata_Bearded Scrub Robin",NA,NA,NA
"Cercotrichas signata","Brown Scrub Robin","Cercotrichas signata_Brown Scrub Robin",NA,NA,NA
"Certhia americana","Brown Creeper","Certhia americana_Brown Creeper","Brown Creeper","B-BRCR","birds"
"Certhia brachydactyla","Short-toed Treecreeper","Certhia brachydactyla_Short-toed Treecreeper",NA,NA,NA
"Certhia discolor","Sikkim Treecreeper","Certhia discolor_Sikkim Treecreeper",NA,NA,NA
"Certhia familiaris","Eurasian Treecreeper","Certhia familiaris_Eurasian Treecreeper",NA,NA,NA
"Certhia himalayana","Bar-tailed Treecreeper","Certhia himalayana_Bar-tailed Treecreeper",NA,NA,NA
"Certhia hodgsoni","Hodgson's Treecreeper","Certhia hodgsoni_Hodgson's Treecreeper",NA,NA,NA
"Certhia manipurensis","Hume's Treecreeper","Certhia manipurensis_Hume's Treecreeper",NA,NA,NA
"Certhiasomus stictolaemus","Spot-throated Woodcreeper","Certhiasomus stictolaemus_Spot-throated Woodcreeper",NA,NA,NA
"Certhiaxis cinnamomeus","Yellow-chinned Spinetail","Certhiaxis cinnamomeus_Yellow-chinned Spinetail",NA,NA,NA
"Certhiaxis mustelinus","Red-and-white Spinetail","Certhiaxis mustelinus_Red-and-white Spinetail",NA,NA,NA
"Certhilauda chuana","Short-clawed Lark","Certhilauda chuana_Short-clawed Lark",NA,NA,NA
"Certhilauda semitorquata","Eastern Long-billed Lark","Certhilauda semitorquata_Eastern Long-billed Lark",NA,NA,NA
"Certhilauda subcoronata","Karoo Long-billed Lark","Certhilauda subcoronata_Karoo Long-billed Lark",NA,NA,NA
"Certhionyx variegatus","Pied Honeyeater","Certhionyx variegatus_Pied Honeyeater",NA,NA,NA
"Ceryle rudis","Pied Kingfisher","Ceryle rudis_Pied Kingfisher",NA,NA,NA
"Cettia brunnifrons","Grey-sided Bush Warbler","Cettia brunnifrons_Grey-sided Bush Warbler",NA,NA,NA
"Cettia castaneocoronata","Chestnut-headed Tesia","Cettia castaneocoronata_Chestnut-headed Tesia",NA,NA,NA
"Cettia cetti","Cetti's Warbler","Cettia cetti_Cetti's Warbler",NA,NA,NA
"Cettia major","Chestnut-crowned Bush Warbler","Cettia major_Chestnut-crowned Bush Warbler",NA,NA,NA
"Ceuthmochares aereus","Blue Malkoha","Ceuthmochares aereus_Blue Malkoha",NA,NA,NA
"Ceuthmochares australis","Green Malkoha","Ceuthmochares australis_Green Malkoha",NA,NA,NA
"Ceyx azureus","Azure Kingfisher","Ceyx azureus_Azure Kingfisher",NA,NA,NA
"Ceyx erithaca","Black-backed Dwarf-Kingfisher","Ceyx erithaca_Black-backed Dwarf-Kingfisher",NA,NA,NA
"Chaetocercus mulsant","White-bellied Woodstar","Chaetocercus mulsant_White-bellied Woodstar",NA,NA,NA
"Chaetops frenatus","Cape Rockjumper","Chaetops frenatus_Cape Rockjumper",NA,NA,NA
"Chaetura brachyura","Short-tailed Swift","Chaetura brachyura_Short-tailed Swift",NA,NA,NA
"Chaetura chapmani","Chapman's Swift","Chaetura chapmani_Chapman's Swift",NA,NA,NA
"Chaetura cinereiventris","Grey-rumped Swift","Chaetura cinereiventris_Grey-rumped Swift",NA,NA,NA
"Chaetura meridionalis","Sick's Swift","Chaetura meridionalis_Sick's Swift",NA,NA,NA
"Chaetura pelagica","Chimney Swift","Chaetura pelagica_Chimney Swift",NA,NA,NA
"Chaetura spinicaudus","Band-rumped Swift","Chaetura spinicaudus_Band-rumped Swift",NA,NA,NA
"Chaetura vauxi","Vaux's Swift","Chaetura vauxi_Vaux's Swift","Vaux's Swift","B-VASW","birds"
"Chalcomitra amethystina","Amethyst Sunbird","Chalcomitra amethystina_Amethyst Sunbird",NA,NA,NA
"Chalcomitra senegalensis","Scarlet-chested Sunbird","Chalcomitra senegalensis_Scarlet-chested Sunbird",NA,NA,NA
"Chalcoparia singalensis","Ruby-cheeked Sunbird","Chalcoparia singalensis_Ruby-cheeked Sunbird",NA,NA,NA
"Chalcophaps indica","Asian Emerald Dove","Chalcophaps indica_Asian Emerald Dove",NA,NA,NA
"Chalcophaps longirostris","Pacific Emerald Dove","Chalcophaps longirostris_Pacific Emerald Dove",NA,NA,NA
"Chalcophaps stephani","Stephan's Dove","Chalcophaps stephani_Stephan's Dove",NA,NA,NA
"Chalybura buffonii","White-vented Plumeleteer","Chalybura buffonii_White-vented Plumeleteer",NA,NA,NA
"Chalybura urochrysia","Bronze-tailed Plumeleteer","Chalybura urochrysia_Bronze-tailed Plumeleteer",NA,NA,NA
"Chamaea fasciata","Wrentit","Chamaea fasciata_Wrentit",NA,NA,NA
"Chamaepetes goudotii","Sickle-winged Guan","Chamaepetes goudotii_Sickle-winged Guan",NA,NA,NA
"Chamaepetes unicolor","Black Guan","Chamaepetes unicolor_Black Guan",NA,NA,NA
"Chamaetylas fuelleborni","White-chested Alethe","Chamaetylas fuelleborni_White-chested Alethe",NA,NA,NA
"Chamaetylas poliocephala","Brown-chested Alethe","Chamaetylas poliocephala_Brown-chested Alethe",NA,NA,NA
"Chamaeza campanisona","Short-tailed Antthrush","Chamaeza campanisona_Short-tailed Antthrush",NA,NA,NA
"Chamaeza meruloides","Such's Antthrush","Chamaeza meruloides_Such's Antthrush",NA,NA,NA
"Chamaeza mollissima","Barred Antthrush","Chamaeza mollissima_Barred Antthrush",NA,NA,NA
"Chamaeza nobilis","Striated Antthrush","Chamaeza nobilis_Striated Antthrush",NA,NA,NA
"Chamaeza ruficauda","Rufous-tailed Antthrush","Chamaeza ruficauda_Rufous-tailed Antthrush",NA,NA,NA
"Chamaeza turdina","Schwartz's Antthrush","Chamaeza turdina_Schwartz's Antthrush",NA,NA,NA
"Charadrius alexandrinus","Kentish Plover","Charadrius alexandrinus_Kentish Plover",NA,NA,NA
"Charadrius bicinctus","Double-banded Plover","Charadrius bicinctus_Double-banded Plover",NA,NA,NA
"Charadrius collaris","Collared Plover","Charadrius collaris_Collared Plover",NA,NA,NA
"Charadrius dubius","Little Ringed Plover","Charadrius dubius_Little Ringed Plover",NA,NA,NA
"Charadrius falklandicus","Two-banded Plover","Charadrius falklandicus_Two-banded Plover",NA,NA,NA
"Charadrius hiaticula","Common Ringed Plover","Charadrius hiaticula_Common Ringed Plover","Common Ringed Plover","B-CRPL","birds"
"Charadrius javanicus","Javan Plover","Charadrius javanicus_Javan Plover",NA,NA,NA
"Charadrius leschenaultii","Greater Sand-Plover","Charadrius leschenaultii_Greater Sand-Plover",NA,NA,NA
"Charadrius melodus","Piping Plover","Charadrius melodus_Piping Plover","Piping Plover","B-PIPL","birds"
"Charadrius modestus","Rufous-chested Dotterel","Charadrius modestus_Rufous-chested Dotterel",NA,NA,NA
"Charadrius mongolus","Lesser Sand-Plover","Charadrius mongolus_Lesser Sand-Plover","Lesser Sand-plover","B-LSPL","birds"
"Charadrius montanus","Mountain Plover","Charadrius montanus_Mountain Plover","Mountain Plover","B-MOPL","birds"
"Charadrius morinellus","Eurasian Dotterel","Charadrius morinellus_Eurasian Dotterel",NA,NA,NA
"Charadrius nivosus","Snowy Plover","Charadrius nivosus_Snowy Plover","Snowy Plover","B-SNPL","birds"
