Scientific Name,English Name (BirdNET),BirdNET,English Name (in BC),Class (if in BC list)
Melanopareia elegans,Elegant Crescentchest,Melanopareia elegans_Elegant Crescentchest,NA,NA
Melanopareia maranonica,Marañon Crescentchest,Melanopareia maranonica_Marañon Crescentchest,NA,NA
Melanopareia maximiliani,Olive-crowned Crescentchest,Melanopareia maximiliani_Olive-crowned Crescentchest,NA,NA
Melanopareia torquata,Collared Crescentchest,Melanopareia torquata_Collared Crescentchest,NA,NA
Melanoptila glabrirostris,Black Catbird,Melanoptila glabrirostris_Black Catbird,NA,NA
Melanorectes nigrescens,Black Pitohui,Melanorectes nigrescens_Black Pitohui,NA,NA
Melanospiza bicolor,Black-faced Grassquit,Melanospiza bicolor_Black-faced Grassquit,NA,NA
Melanotis caerulescens,Blue Mockingbird,Melanotis caerulescens_Blue Mockingbird,NA,NA
Melanotis hypoleucus,Blue-and-white Mockingbird,Melanotis hypoleucus_Blue-and-white Mockingbird,NA,NA
Grampus griseus,NA,NA,Risso's Dolphin,mammals
Meleagris ocellata,Ocellated Turkey,Meleagris ocellata_Ocellated Turkey,NA,NA
Meliarchus sclateri,Makira Honeyeater,Meliarchus sclateri_Makira Honeyeater,NA,NA
Melidectes belfordi,Belford's Melidectes,Melidectes belfordi_Belford's Melidectes,NA,NA
Melidectes rufocrissalis,Yellow-browed Melidectes,Melidectes rufocrissalis_Yellow-browed Melidectes,NA,NA
Melidora macrorrhina,Hook-billed Kingfisher,Melidora macrorrhina_Hook-billed Kingfisher,NA,NA
Meliphaga lewinii,Lewin's Honeyeater,Meliphaga lewinii_Lewin's Honeyeater,NA,NA
Meliphaga notata,Yellow-spotted Honeyeater,Meliphaga notata_Yellow-spotted Honeyeater,NA,NA
Melithreptus affinis,Black-headed Honeyeater,Melithreptus affinis_Black-headed Honeyeater,NA,NA
Melithreptus albogularis,White-throated Honeyeater,Melithreptus albogularis_White-throated Honeyeater,NA,NA
Melithreptus brevirostris,Brown-headed Honeyeater,Melithreptus brevirostris_Brown-headed Honeyeater,NA,NA
Melithreptus chloropsis,Gilbert's Honeyeater,Melithreptus chloropsis_Gilbert's Honeyeater,NA,NA
Melithreptus gularis,Black-chinned Honeyeater,Melithreptus gularis_Black-chinned Honeyeater,NA,NA
Melithreptus lunatus,White-naped Honeyeater,Melithreptus lunatus_White-naped Honeyeater,NA,NA
Melithreptus validirostris,Strong-billed Honeyeater,Melithreptus validirostris_Strong-billed Honeyeater,NA,NA
Mellisuga helenae,Bee Hummingbird,Mellisuga helenae_Bee Hummingbird,NA,NA
Mellisuga minima,Vervain Hummingbird,Mellisuga minima_Vervain Hummingbird,NA,NA
Melocichla mentalis,Moustached Grass-Warbler,Melocichla mentalis_Moustached Grass-Warbler,NA,NA
Melopsittacus undulatus,Budgerigar,Melopsittacus undulatus_Budgerigar,NA,NA
Melopyrrha portoricensis,Puerto Rican Bullfinch,Melopyrrha portoricensis_Puerto Rican Bullfinch,NA,NA
Melopyrrha violacea,Greater Antillean Bullfinch,Melopyrrha violacea_Greater Antillean Bullfinch,NA,NA
Grus americana,Whooping Crane,Grus americana_Whooping Crane,Whooping Crane,birds
Grus grus,Common Crane,Grus grus_Common Crane,Common Crane,birds
Gulo gulo,NA,NA,Wolverine,mammals
Melozone aberti,Abert's Towhee,Melozone aberti_Abert's Towhee,NA,NA
Melozone albicollis,White-throated Towhee,Melozone albicollis_White-throated Towhee,NA,NA
Melozone biarcuata,White-faced Ground-Sparrow,Melozone biarcuata_White-faced Ground-Sparrow,NA,NA
Melozone cabanisi,Cabanis's Ground-Sparrow,Melozone cabanisi_Cabanis's Ground-Sparrow,NA,NA
Melozone crissalis,California Towhee,Melozone crissalis_California Towhee,NA,NA
Melozone fusca,Canyon Towhee,Melozone fusca_Canyon Towhee,NA,NA
Melozone kieneri,Rusty-crowned Ground-Sparrow,Melozone kieneri_Rusty-crowned Ground-Sparrow,NA,NA
Melozone leucotis,White-eared Ground-Sparrow,Melozone leucotis_White-eared Ground-Sparrow,NA,NA
Menura alberti,Albert's Lyrebird,Menura alberti_Albert's Lyrebird,NA,NA
Menura novaehollandiae,Superb Lyrebird,Menura novaehollandiae_Superb Lyrebird,NA,NA
Gulo gulo luscus,NA,NA,"Wolverine, luscus subspecies",mammals
Gulo gulo vancouverensis,NA,NA,"Wolverine, vancouverensis subspecies",mammals
Gymnogyps californianus,NA,NA,California Condor,birds
Merops albicollis,White-throated Bee-eater,Merops albicollis_White-throated Bee-eater,NA,NA
Merops apiaster,European Bee-eater,Merops apiaster_European Bee-eater,NA,NA
Merops bullockoides,White-fronted Bee-eater,Merops bullockoides_White-fronted Bee-eater,NA,NA
Merops bulocki,Red-throated Bee-eater,Merops bulocki_Red-throated Bee-eater,NA,NA
Merops hirundineus,Swallow-tailed Bee-eater,Merops hirundineus_Swallow-tailed Bee-eater,NA,NA
Merops leschenaulti,Chestnut-headed Bee-eater,Merops leschenaulti_Chestnut-headed Bee-eater,NA,NA
Merops oreobates,Cinnamon-chested Bee-eater,Merops oreobates_Cinnamon-chested Bee-eater,NA,NA
Merops orientalis,Asian Green Bee-eater,Merops orientalis_Asian Green Bee-eater,NA,NA
Merops ornatus,Rainbow Bee-eater,Merops ornatus_Rainbow Bee-eater,NA,NA
Merops persicus,Blue-cheeked Bee-eater,Merops persicus_Blue-cheeked Bee-eater,NA,NA
Merops philippinus,Blue-tailed Bee-eater,Merops philippinus_Blue-tailed Bee-eater,NA,NA
Merops pusillus,Little Bee-eater,Merops pusillus_Little Bee-eater,NA,NA
Merops superciliosus,Madagascar Bee-eater,Merops superciliosus_Madagascar Bee-eater,NA,NA
Merops variegatus,Blue-breasted Bee-eater,Merops variegatus_Blue-breasted Bee-eater,NA,NA
Merops viridis,Blue-throated Bee-eater,Merops viridis_Blue-throated Bee-eater,NA,NA
Merulaxis ater,Slaty Bristlefront,Merulaxis ater_Slaty Bristlefront,NA,NA
Mesembrinibis cayennensis,Green Ibis,Mesembrinibis cayennensis_Green Ibis,NA,NA
Mesitornis unicolor,Brown Mesite,Mesitornis unicolor_Brown Mesite,NA,NA
Mesitornis variegatus,White-breasted Mesite,Mesitornis variegatus_White-breasted Mesite,NA,NA
Metallura tyrianthina,Tyrian Metaltail,Metallura tyrianthina_Tyrian Metaltail,NA,NA
Metallura williami,Viridian Metaltail,Metallura williami_Viridian Metaltail,NA,NA
Metopidius indicus,Bronze-winged Jacana,Metopidius indicus_Bronze-winged Jacana,NA,NA
Metopothrix aurantiaca,Orange-fronted Plushcrown,Metopothrix aurantiaca_Orange-fronted Plushcrown,NA,NA
Metriopelia melanoptera,Black-winged Ground Dove,Metriopelia melanoptera_Black-winged Ground Dove,NA,NA
Micrastur buckleyi,Buckley's Forest-Falcon,Micrastur buckleyi_Buckley's Forest-Falcon,NA,NA
Micrastur gilvicollis,Lined Forest-Falcon,Micrastur gilvicollis_Lined Forest-Falcon,NA,NA
Micrastur mintoni,Cryptic Forest-Falcon,Micrastur mintoni_Cryptic Forest-Falcon,NA,NA
Micrastur mirandollei,Slaty-backed Forest-Falcon,Micrastur mirandollei_Slaty-backed Forest-Falcon,NA,NA
Micrastur ruficollis,Barred Forest-Falcon,Micrastur ruficollis_Barred Forest-Falcon,NA,NA
Micrastur semitorquatus,Collared Forest-Falcon,Micrastur semitorquatus_Collared Forest-Falcon,NA,NA
Micrathene whitneyi,Elf Owl,Micrathene whitneyi_Elf Owl,NA,NA
Microbates cinereiventris,Tawny-faced Gnatwren,Microbates cinereiventris_Tawny-faced Gnatwren,NA,NA
Microbates collaris,Collared Gnatwren,Microbates collaris_Collared Gnatwren,NA,NA
Microcarbo niger,Little Cormorant,Microcarbo niger_Little Cormorant,NA,NA
Microcentrum rhombifolium,Greater Angle-wing,Microcentrum rhombifolium_Greater Angle-wing,NA,NA
Microcerculus bambla,Wing-banded Wren,Microcerculus bambla_Wing-banded Wren,NA,NA
Microcerculus marginatus,Scaly-breasted Wren,Microcerculus marginatus_Scaly-breasted Wren,NA,NA
Microcerculus philomela,Nightingale Wren,Microcerculus philomela_Nightingale Wren,NA,NA
Microcerculus ustulatus,Flutist Wren,Microcerculus ustulatus_Flutist Wren,NA,NA
Microeca fascinans,Jacky-winter,Microeca fascinans_Jacky-winter,NA,NA
Microeca flavigaster,Lemon-bellied Flyrobin,Microeca flavigaster_Lemon-bellied Flyrobin,NA,NA
Microhierax fringillarius,Black-thighed Falconet,Microhierax fringillarius_Black-thighed Falconet,NA,NA
Micromonacha lanceolata,Lanceolated Monklet,Micromonacha lanceolata_Lanceolated Monklet,NA,NA
Micronisus gabar,Gabar Goshawk,Micronisus gabar_Gabar Goshawk,NA,NA
Micropsitta finschii,Finsch's Pygmy-Parrot,Micropsitta finschii_Finsch's Pygmy-Parrot,NA,NA
Micropternus brachyurus,Rufous Woodpecker,Micropternus brachyurus_Rufous Woodpecker,NA,NA
Micropygia schomburgkii,Ocellated Crake,Micropygia schomburgkii_Ocellated Crake,NA,NA
Microrhopias quixensis,Dot-winged Antwren,Microrhopias quixensis_Dot-winged Antwren,NA,NA
Microspingus cabanisi,Grey-throated Warbling Finch,Microspingus cabanisi_Grey-throated Warbling Finch,NA,NA
Microspingus erythrophrys,Rusty-browed Warbling Finch,Microspingus erythrophrys_Rusty-browed Warbling Finch,NA,NA
Microspingus lateralis,Buff-throated Warbling Finch,Microspingus lateralis_Buff-throated Warbling Finch,NA,NA
Microspingus melanoleucus,Black-capped Warbling Finch,Microspingus melanoleucus_Black-capped Warbling Finch,NA,NA
Microspingus torquatus,Ringed Warbling Finch,Microspingus torquatus_Ringed Warbling Finch,NA,NA
Microxenops milleri,Rufous-tailed Xenops,Microxenops milleri_Rufous-tailed Xenops,NA,NA
Milvago chimachima,Yellow-headed Caracara,Milvago chimachima_Yellow-headed Caracara,NA,NA
Milvago chimango,Chimango Caracara,Milvago chimango_Chimango Caracara,NA,NA
Milvus migrans,Black Kite,Milvus migrans_Black Kite,NA,NA
Milvus milvus,Red Kite,Milvus milvus_Red Kite,NA,NA
Mimus dorsalis,Brown-backed Mockingbird,Mimus dorsalis_Brown-backed Mockingbird,NA,NA
Mimus gilvus,Tropical Mockingbird,Mimus gilvus_Tropical Mockingbird,NA,NA
Mimus gundlachii,Bahama Mockingbird,Mimus gundlachii_Bahama Mockingbird,NA,NA
Mimus longicaudatus,Long-tailed Mockingbird,Mimus longicaudatus_Long-tailed Mockingbird,NA,NA
Mimus patagonicus,Patagonian Mockingbird,Mimus patagonicus_Patagonian Mockingbird,NA,NA
Gymnorhinus cyanocephalus,Pinyon Jay,Gymnorhinus cyanocephalus_Pinyon Jay,Pinyon Jay,birds
Mimus saturninus,Chalk-browed Mockingbird,Mimus saturninus_Chalk-browed Mockingbird,NA,NA
Mimus thenca,Chilean Mockingbird,Mimus thenca_Chilean Mockingbird,NA,NA
Mimus triurus,White-banded Mockingbird,Mimus triurus_White-banded Mockingbird,NA,NA
Minla ignotincta,Red-tailed Minla,Minla ignotincta_Red-tailed Minla,NA,NA
Mino dumontii,Yellow-faced Myna,Mino dumontii_Yellow-faced Myna,NA,NA
Mino kreffti,Long-tailed Myna,Mino kreffti_Long-tailed Myna,NA,NA
Miogryllus saussurei,Miogryllus saussurei,Miogryllus saussurei_Miogryllus saussurei,NA,NA
Mionectes macconnelli,McConnell's Flycatcher,Mionectes macconnelli_McConnell's Flycatcher,NA,NA
Mionectes oleagineus,Ochre-bellied Flycatcher,Mionectes oleagineus_Ochre-bellied Flycatcher,NA,NA
Mionectes olivaceus,Olive-streaked Flycatcher,Mionectes olivaceus_Olive-streaked Flycatcher,NA,NA
Mionectes rufiventris,Grey-hooded Flycatcher,Mionectes rufiventris_Grey-hooded Flycatcher,NA,NA
Mionectes striaticollis,Streak-necked Flycatcher,Mionectes striaticollis_Streak-necked Flycatcher,NA,NA
Mirafra affinis,Jerdon's Bushlark,Mirafra affinis_Jerdon's Bushlark,NA,NA
Mirafra africana,Rufous-naped Lark,Mirafra africana_Rufous-naped Lark,NA,NA
Mirafra apiata,Cape Clapper Lark,Mirafra apiata_Cape Clapper Lark,NA,NA
Mirafra assamica,Bengal Bushlark,Mirafra assamica_Bengal Bushlark,NA,NA
Mirafra cantillans,Singing Bushlark,Mirafra cantillans_Singing Bushlark,NA,NA
Mirafra cheniana,Melodious Lark,Mirafra cheniana_Melodious Lark,NA,NA
Mirafra erythrocephala,Indochinese Bushlark,Mirafra erythrocephala_Indochinese Bushlark,NA,NA
Mirafra erythroptera,Indian Bushlark,Mirafra erythroptera_Indian Bushlark,NA,NA
Mirafra fasciolata,Eastern Clapper Lark,Mirafra fasciolata_Eastern Clapper Lark,NA,NA
Mirafra javanica,Singing Bushlark,Mirafra javanica_Singing Bushlark,NA,NA
Mirafra passerina,Monotonous Lark,Mirafra passerina_Monotonous Lark,NA,NA
Mirafra rufocinnamomea,Flappet Lark,Mirafra rufocinnamomea_Flappet Lark,NA,NA
Mitrephanes phaeocercus,Tufted Flycatcher,Mitrephanes phaeocercus_Tufted Flycatcher,NA,NA
Mitrospingus cassinii,Dusky-faced Tanager,Mitrospingus cassinii_Dusky-faced Tanager,NA,NA
Mitrospingus oleagineus,Olive-backed Tanager,Mitrospingus oleagineus_Olive-backed Tanager,NA,NA
Mitu salvini,Salvin's Curassow,Mitu salvini_Salvin's Curassow,NA,NA
Mitu tomentosum,Crestless Curassow,Mitu tomentosum_Crestless Curassow,NA,NA
Mitu tuberosum,Razor-billed Curassow,Mitu tuberosum_Razor-billed Curassow,NA,NA
Mixornis bornensis,Bold-striped Tit-Babbler,Mixornis bornensis_Bold-striped Tit-Babbler,NA,NA
Mixornis flavicollis,Grey-cheeked Tit-Babbler,Mixornis flavicollis_Grey-cheeked Tit-Babbler,NA,NA
Mixornis gularis,Pin-striped Tit-Babbler,Mixornis gularis_Pin-striped Tit-Babbler,NA,NA
Mixornis kelleyi,Grey-faced Tit-Babbler,Mixornis kelleyi_Grey-faced Tit-Babbler,NA,NA
Haematopus bachmani,Black Oystercatcher,Haematopus bachmani_Black Oystercatcher,Black Oystercatcher,birds
Modulatrix stictigula,Spot-throat,Modulatrix stictigula_Spot-throat,NA,NA
Mohoua albicilla,Whitehead,Mohoua albicilla_Whitehead,NA,NA
Mohoua novaeseelandiae,Pipipi,Mohoua novaeseelandiae_Pipipi,NA,NA
Mohoua ochrocephala,Yellowhead,Mohoua ochrocephala_Yellowhead,NA,NA
Molothrus aeneus,Bronzed Cowbird,Molothrus aeneus_Bronzed Cowbird,NA,NA
Haemorhous cassinii,Cassin's Finch,Haemorhous cassinii_Cassin's Finch,Cassin's Finch,birds
Molothrus bonariensis,Shiny Cowbird,Molothrus bonariensis_Shiny Cowbird,NA,NA
Molothrus oryzivorus,Giant Cowbird,Molothrus oryzivorus_Giant Cowbird,NA,NA
Molothrus rufoaxillaris,Screaming Cowbird,Molothrus rufoaxillaris_Screaming Cowbird,NA,NA
Momotus aequatorialis,Andean Motmot,Momotus aequatorialis_Andean Motmot,NA,NA
Momotus coeruliceps,Blue-capped Motmot,Momotus coeruliceps_Blue-capped Motmot,NA,NA
Momotus lessonii,Lesson's Motmot,Momotus lessonii_Lesson's Motmot,NA,NA
Momotus mexicanus,Russet-crowned Motmot,Momotus mexicanus_Russet-crowned Motmot,NA,NA
Momotus momota,Amazonian Motmot,Momotus momota_Amazonian Motmot,NA,NA
Momotus subrufescens,Whooping Motmot,Momotus subrufescens_Whooping Motmot,NA,NA
Monarcha castaneiventris,Chestnut-bellied Monarch,Monarcha castaneiventris_Chestnut-bellied Monarch,NA,NA
Monarcha frater,Black-winged Monarch,Monarcha frater_Black-winged Monarch,NA,NA
Monarcha melanopsis,Black-faced Monarch,Monarcha melanopsis_Black-faced Monarch,NA,NA
Monarcha richardsii,White-capped Monarch,Monarcha richardsii_White-capped Monarch,NA,NA
Monasa atra,Black Nunbird,Monasa atra_Black Nunbird,NA,NA
Monasa flavirostris,Yellow-billed Nunbird,Monasa flavirostris_Yellow-billed Nunbird,NA,NA
Monasa morphoeus,White-fronted Nunbird,Monasa morphoeus_White-fronted Nunbird,NA,NA
Monasa nigrifrons,Black-fronted Nunbird,Monasa nigrifrons_Black-fronted Nunbird,NA,NA
Montecincla fairbanki,Palani Laughingthrush,Montecincla fairbanki_Palani Laughingthrush,NA,NA
Monticola cinclorhyncha,Blue-capped Rock Thrush,Monticola cinclorhyncha_Blue-capped Rock Thrush,NA,NA
Monticola gularis,White-throated Rock Thrush,Monticola gularis_White-throated Rock Thrush,NA,NA
Monticola rufiventris,Chestnut-bellied Rock Thrush,Monticola rufiventris_Chestnut-bellied Rock Thrush,NA,NA
Monticola rupestris,Cape Rock Thrush,Monticola rupestris_Cape Rock Thrush,NA,NA
Monticola saxatilis,Common Rock Thrush,Monticola saxatilis_Common Rock Thrush,NA,NA
Monticola sharpei,Forest Rock Thrush,Monticola sharpei_Forest Rock Thrush,NA,NA
Haemorhous mexicanus,House Finch,Haemorhous mexicanus_House Finch,House Finch,birds
Montifringilla blanfordi,Blanford's Snowfinch,Montifringilla blanfordi_Blanford's Snowfinch,NA,NA
Montifringilla nivalis,White-winged Snowfinch,Montifringilla nivalis_White-winged Snowfinch,NA,NA
Montifringilla taczanowskii,White-rumped Snowfinch,Montifringilla taczanowskii_White-rumped Snowfinch,NA,NA
Morococcyx erythropygus,Lesser Ground-Cuckoo,Morococcyx erythropygus_Lesser Ground-Cuckoo,NA,NA
Morphnarchus princeps,Barred Hawk,Morphnarchus princeps_Barred Hawk,NA,NA
Morphnus guianensis,Crested Eagle,Morphnus guianensis_Crested Eagle,NA,NA
Morus bassanus,Northern Gannet,Morus bassanus_Northern Gannet,NA,NA
Motacilla aguimp,African Pied Wagtail,Motacilla aguimp_African Pied Wagtail,NA,NA
Haemorhous purpureus,Purple Finch,Haemorhous purpureus_Purple Finch,Purple Finch,birds
Motacilla capensis,Cape Wagtail,Motacilla capensis_Cape Wagtail,NA,NA
Haliaeetus leucocephalus,Bald Eagle,Haliaeetus leucocephalus_Bald Eagle,Bald Eagle,birds
Himantopus mexicanus,Black-necked Stilt,Himantopus mexicanus_Black-necked Stilt,Black-necked Stilt,birds
Motacilla clara,Mountain Wagtail,Motacilla clara_Mountain Wagtail,NA,NA
Motacilla flava,Western Yellow Wagtail,Motacilla flava_Western Yellow Wagtail,NA,NA
Motacilla flaviventris,Madagascar Wagtail,Motacilla flaviventris_Madagascar Wagtail,NA,NA
Motacilla grandis,Japanese Wagtail,Motacilla grandis_Japanese Wagtail,NA,NA
Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis_White-browed Wagtail,NA,NA
Hirundo rustica,Barn Swallow,Hirundo rustica_Barn Swallow,Barn Swallow,birds
Mulleripicus fulvus,Ashy Woodpecker,Mulleripicus fulvus_Ashy Woodpecker,NA,NA
Mulleripicus pulverulentus,Great Slaty Woodpecker,Mulleripicus pulverulentus_Great Slaty Woodpecker,NA,NA
Muscicapa adusta,African Dusky Flycatcher,Muscicapa adusta_African Dusky Flycatcher,NA,NA
Muscicapa aquatica,Swamp Flycatcher,Muscicapa aquatica_Swamp Flycatcher,NA,NA
Muscicapa dauurica,Asian Brown Flycatcher,Muscicapa dauurica_Asian Brown Flycatcher,NA,NA
Muscicapa ferruginea,Ferruginous Flycatcher,Muscicapa ferruginea_Ferruginous Flycatcher,NA,NA
Muscicapa griseisticta,Grey-streaked Flycatcher,Muscicapa griseisticta_Grey-streaked Flycatcher,NA,NA
Muscicapa muttui,Brown-breasted Flycatcher,Muscicapa muttui_Brown-breasted Flycatcher,NA,NA
Muscicapa sibirica,Dark-sided Flycatcher,Muscicapa sibirica_Dark-sided Flycatcher,NA,NA
Muscicapa striata,Spotted Flycatcher,Muscicapa striata_Spotted Flycatcher,NA,NA
Muscicapa williamsoni,Brown-streaked Flycatcher,Muscicapa williamsoni_Brown-streaked Flycatcher,NA,NA
Muscigralla brevicauda,Short-tailed Field Tyrant,Muscigralla brevicauda_Short-tailed Field Tyrant,NA,NA
Muscipipra vetula,Shear-tailed Grey Tyrant,Muscipipra vetula_Shear-tailed Grey Tyrant,NA,NA
Muscisaxicola albilora,White-browed Ground-Tyrant,Muscisaxicola albilora_White-browed Ground-Tyrant,NA,NA
Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris_Spot-billed Ground-Tyrant,NA,NA
Musophaga rossae,Ross's Turaco,Musophaga rossae_Ross's Turaco,NA,NA
Mustelirallus albicollis,Ash-throated Crake,Mustelirallus albicollis_Ash-throated Crake,NA,NA
Mustelirallus erythrops,Paint-billed Crake,Mustelirallus erythrops_Paint-billed Crake,NA,NA
Myadestes coloratus,Varied Solitaire,Myadestes coloratus_Varied Solitaire,NA,NA
Myadestes elisabeth,Cuban Solitaire,Myadestes elisabeth_Cuban Solitaire,NA,NA
Myadestes genibarbis,Rufous-throated Solitaire,Myadestes genibarbis_Rufous-throated Solitaire,NA,NA
Myadestes melanops,Black-faced Solitaire,Myadestes melanops_Black-faced Solitaire,NA,NA
Myadestes obscurus,Omao,Myadestes obscurus_Omao,NA,NA
Myadestes occidentalis,Brown-backed Solitaire,Myadestes occidentalis_Brown-backed Solitaire,NA,NA
Myadestes palmeri,Puaiohi,Myadestes palmeri_Puaiohi,NA,NA
Myadestes ralloides,Andean Solitaire,Myadestes ralloides_Andean Solitaire,NA,NA
Histrionicus histrionicus,Harlequin Duck,Histrionicus histrionicus_Harlequin Duck,Harlequin Duck,birds
Myadestes unicolor,Slate-coloured Solitaire,Myadestes unicolor_Slate-coloured Solitaire,NA,NA
Mycerobas affinis,Collared Grosbeak,Mycerobas affinis_Collared Grosbeak,NA,NA
Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes_White-winged Grosbeak,NA,NA
Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides_Black-and-yellow Grosbeak,NA,NA
Histriophoca fasciata,NA,NA,Ribbon Seal,mammals
Mycteria leucocephala,Painted Stork,Mycteria leucocephala_Painted Stork,NA,NA
Myiagra alecto,Shining Flycatcher,Myiagra alecto_Shining Flycatcher,NA,NA
Myiagra caledonica,Melanesian Flycatcher,Myiagra caledonica_Melanesian Flycatcher,NA,NA
Myiagra cyanoleuca,Satin Flycatcher,Myiagra cyanoleuca_Satin Flycatcher,NA,NA
Myiagra ferrocyanea,Steel-blue Flycatcher,Myiagra ferrocyanea_Steel-blue Flycatcher,NA,NA
Myiagra galeata,Moluccan Flycatcher,Myiagra galeata_Moluccan Flycatcher,NA,NA
Myiagra inquieta,Restless Flycatcher,Myiagra inquieta_Restless Flycatcher,NA,NA
Myiagra nana,Paperbark Flycatcher,Myiagra nana_Paperbark Flycatcher,NA,NA
Myiagra rubecula,Leaden Flycatcher,Myiagra rubecula_Leaden Flycatcher,NA,NA
Myiagra ruficollis,Broad-billed Flycatcher,Myiagra ruficollis_Broad-billed Flycatcher,NA,NA
Myiagra vanikorensis,Vanikoro Flycatcher,Myiagra vanikorensis_Vanikoro Flycatcher,NA,NA
Myiarchus antillarum,Puerto Rican Flycatcher,Myiarchus antillarum_Puerto Rican Flycatcher,NA,NA
Myiarchus apicalis,Apical Flycatcher,Myiarchus apicalis_Apical Flycatcher,NA,NA
Myiarchus barbirostris,Sad Flycatcher,Myiarchus barbirostris_Sad Flycatcher,NA,NA
Myiarchus cephalotes,Pale-edged Flycatcher,Myiarchus cephalotes_Pale-edged Flycatcher,NA,NA
